person,gender_Label,death_Label,job_Label,religion_Label,country_Label,language_Label
http://www.wikidata.org/entity/Q115657,male,capital punishment,student,Catholic Church,Switzerland,French
http://www.wikidata.org/entity/Q131355,male,capital punishment,lawyer,Islam,Pakistan,English
http://www.wikidata.org/entity/Q131355,male,capital punishment,lawyer,Shia Islam,Pakistan,English
http://www.wikidata.org/entity/Q131355,male,capital punishment,politician,Islam,Pakistan,English
http://www.wikidata.org/entity/Q131355,male,capital punishment,politician,Shia Islam,Pakistan,English
http://www.wikidata.org/entity/Q131355,male,capital punishment,diplomat,Islam,Pakistan,English
http://www.wikidata.org/entity/Q131355,male,capital punishment,diplomat,Shia Islam,Pakistan,English
http://www.wikidata.org/entity/Q131412,female,capital punishment,politician,Catholicism,Scotland,French
http://www.wikidata.org/entity/Q131412,female,capital punishment,politician,Catholicism,Scotland,English
http://www.wikidata.org/entity/Q131412,female,capital punishment,politician,Catholicism,Scotland,Scots
http://www.wikidata.org/entity/Q131412,female,capital punishment,sovereign,Catholicism,Scotland,French
http://www.wikidata.org/entity/Q131412,female,capital punishment,sovereign,Catholicism,Scotland,English
http://www.wikidata.org/entity/Q131412,female,capital punishment,sovereign,Catholicism,Scotland,Scots
http://www.wikidata.org/entity/Q133808,male,capital punishment,military personnel,Catholic Church,Mexico,Spanish
http://www.wikidata.org/entity/Q133808,male,capital punishment,politician,Catholic Church,Mexico,Spanish
http://www.wikidata.org/entity/Q134123,male,capital punishment,politician,Catholic Church,Bulgaria,German
http://www.wikidata.org/entity/Q134123,male,capital punishment,politician,Catholic Church,Bulgaria,Bulgarian
http://www.wikidata.org/entity/Q134123,male,capital punishment,politician,Catholic Church,Kingdom of Bulgaria,German
http://www.wikidata.org/entity/Q134123,male,capital punishment,politician,Catholic Church,Kingdom of Bulgaria,Bulgarian
http://www.wikidata.org/entity/Q151173,male,capital punishment,military personnel,Catholic Church,France,French
http://www.wikidata.org/entity/Q151173,male,capital punishment,military personnel,Catholic Church,Kingdom of Naples,French
http://www.wikidata.org/entity/Q151173,male,capital punishment,military personnel,Catholic Church,Grand Duchy of Berg,French
http://www.wikidata.org/entity/Q151173,male,capital punishment,politician,Catholic Church,France,French
http://www.wikidata.org/entity/Q151173,male,capital punishment,politician,Catholic Church,Kingdom of Naples,French
http://www.wikidata.org/entity/Q151173,male,capital punishment,politician,Catholic Church,Grand Duchy of Berg,French
http://www.wikidata.org/entity/Q151173,male,capital punishment,officer,Catholic Church,France,French
http://www.wikidata.org/entity/Q151173,male,capital punishment,officer,Catholic Church,Kingdom of Naples,French
http://www.wikidata.org/entity/Q151173,male,capital punishment,officer,Catholic Church,Grand Duchy of Berg,French
http://www.wikidata.org/entity/Q154346,male,capital punishment,politician,Catholic Church,Austria-Hungary,Slovak
http://www.wikidata.org/entity/Q154346,male,capital punishment,politician,Catholic Church,Czechoslovakia,Slovak
http://www.wikidata.org/entity/Q154346,male,capital punishment,politician,Catholic Church,Slovak Republic (1939-1945),Slovak
http://www.wikidata.org/entity/Q154346,male,capital punishment,Catholic priest,Catholic Church,Austria-Hungary,Slovak
http://www.wikidata.org/entity/Q154346,male,capital punishment,Catholic priest,Catholic Church,Czechoslovakia,Slovak
http://www.wikidata.org/entity/Q154346,male,capital punishment,Catholic priest,Catholic Church,Slovak Republic (1939-1945),Slovak
http://www.wikidata.org/entity/Q154346,male,capital punishment,cleric,Catholic Church,Austria-Hungary,Slovak
http://www.wikidata.org/entity/Q154346,male,capital punishment,cleric,Catholic Church,Czechoslovakia,Slovak
http://www.wikidata.org/entity/Q154346,male,capital punishment,cleric,Catholic Church,Slovak Republic (1939-1945),Slovak
http://www.wikidata.org/entity/Q172862,male,capital punishment,poet,Islam,Abbasid Caliphate,Persian
http://www.wikidata.org/entity/Q172862,male,capital punishment,poet,Sufism,Abbasid Caliphate,Persian
http://www.wikidata.org/entity/Q172862,male,capital punishment,poet,Hanbali,Abbasid Caliphate,Persian
http://www.wikidata.org/entity/Q172862,male,capital punishment,poet,Sufi Islam,Abbasid Caliphate,Persian
http://www.wikidata.org/entity/Q172862,male,capital punishment,poet,Islam,Abbasid Caliphate,Arabic
http://www.wikidata.org/entity/Q172862,male,capital punishment,poet,Sufism,Abbasid Caliphate,Arabic
http://www.wikidata.org/entity/Q172862,male,capital punishment,poet,Hanbali,Abbasid Caliphate,Arabic
http://www.wikidata.org/entity/Q172862,male,capital punishment,poet,Sufi Islam,Abbasid Caliphate,Arabic
http://www.wikidata.org/entity/Q172862,male,capital punishment,mystic,Islam,Abbasid Caliphate,Persian
http://www.wikidata.org/entity/Q172862,male,capital punishment,mystic,Sufism,Abbasid Caliphate,Persian
http://www.wikidata.org/entity/Q172862,male,capital punishment,mystic,Hanbali,Abbasid Caliphate,Persian
http://www.wikidata.org/entity/Q172862,male,capital punishment,mystic,Sufi Islam,Abbasid Caliphate,Persian
http://www.wikidata.org/entity/Q172862,male,capital punishment,mystic,Islam,Abbasid Caliphate,Arabic
http://www.wikidata.org/entity/Q172862,male,capital punishment,mystic,Sufism,Abbasid Caliphate,Arabic
http://www.wikidata.org/entity/Q172862,male,capital punishment,mystic,Hanbali,Abbasid Caliphate,Arabic
http://www.wikidata.org/entity/Q172862,male,capital punishment,mystic,Sufi Islam,Abbasid Caliphate,Arabic
http://www.wikidata.org/entity/Q76326,male,capital punishment,theologian,Lutheranism,Germany,German
http://www.wikidata.org/entity/Q76326,male,capital punishment,theologian,Confessing Church,Germany,German
http://www.wikidata.org/entity/Q76326,male,capital punishment,philosopher,Lutheranism,Germany,German
http://www.wikidata.org/entity/Q76326,male,capital punishment,philosopher,Confessing Church,Germany,German
http://www.wikidata.org/entity/Q76887,male,capital punishment,lawyer,Lutheranism,Germany,German
http://www.wikidata.org/entity/Q76887,male,capital punishment,politician,Lutheranism,Germany,German
http://www.wikidata.org/entity/Q76887,male,capital punishment,diplomat,Lutheranism,Germany,German
http://www.wikidata.org/entity/Q76975,male,capital punishment,Nazi concentration camp commandant,Lapsed Catholic,Germany,German
http://www.wikidata.org/entity/Q76975,male,capital punishment,soldier,Lapsed Catholic,Germany,German
http://www.wikidata.org/entity/Q78473,male,capital punishment,lawyer,Catholicism,Austria,German
http://www.wikidata.org/entity/Q78473,male,capital punishment,politician,Catholicism,Austria,German
http://www.wikidata.org/entity/Q78473,male,capital punishment,officer,Catholicism,Austria,German
http://www.wikidata.org/entity/Q80504,male,capital punishment,politician,atheism,Romania,Romanian
http://www.wikidata.org/entity/Q84192,male,capital punishment,politician,Catholicism,Austrian Empire,German
http://www.wikidata.org/entity/Q84192,male,capital punishment,politician,Catholic Church,Austrian Empire,German
http://www.wikidata.org/entity/Q84192,male,capital punishment,politician,Catholicism,Second Mexican Empire,German
http://www.wikidata.org/entity/Q84192,male,capital punishment,politician,Catholic Church,Second Mexican Empire,German
http://www.wikidata.org/entity/Q344077,male,capital punishment,writer,Islam,Ottoman Empire,Ottoman Turkish
http://www.wikidata.org/entity/Q344077,male,capital punishment,author,Islam,Ottoman Empire,Ottoman Turkish
http://www.wikidata.org/entity/Q378420,male,capital punishment,priest,Catholicism,Mexico,Spanish
http://www.wikidata.org/entity/Q378420,male,capital punishment,military personnel,Catholicism,Mexico,Spanish
http://www.wikidata.org/entity/Q378420,male,capital punishment,cleric,Catholicism,Mexico,Spanish
http://www.wikidata.org/entity/Q382167,male,capital punishment,writer,Catholic Church,Iceland,Icelandic
http://www.wikidata.org/entity/Q382167,male,capital punishment,poet,Catholic Church,Iceland,Icelandic
http://www.wikidata.org/entity/Q382167,male,capital punishment,Catholic priest,Catholic Church,Iceland,Icelandic
http://www.wikidata.org/entity/Q382167,male,capital punishment,translator,Catholic Church,Iceland,Icelandic
http://www.wikidata.org/entity/Q382167,male,capital punishment,Bible translator,Catholic Church,Iceland,Icelandic
http://www.wikidata.org/entity/Q453413,male,capital punishment,monk,Catholicism,France,French
http://www.wikidata.org/entity/Q1316,male,capital punishment,poet,Sufi Islam,Iraq,Arabic
http://www.wikidata.org/entity/Q1316,male,capital punishment,politician,Sufi Islam,Iraq,Arabic
http://www.wikidata.org/entity/Q1316,male,capital punishment,party leader,Sufi Islam,Iraq,Arabic
http://www.wikidata.org/entity/Q7226,female,capital punishment,military personnel,Catholicism,France,French
http://www.wikidata.org/entity/Q7732,male,capital punishment,politician,Catholicism,France,French
http://www.wikidata.org/entity/Q7732,male,capital punishment,politician,Catholic Church,France,French
http://www.wikidata.org/entity/Q7732,male,capital punishment,politician,Catholicism,France,Spanish
http://www.wikidata.org/entity/Q7732,male,capital punishment,politician,Catholic Church,France,Spanish
http://www.wikidata.org/entity/Q19080,male,capital punishment,politician,Catholic Church,Spain,Spanish
http://www.wikidata.org/entity/Q19080,male,capital punishment,explorer,Catholic Church,Spain,Spanish
http://www.wikidata.org/entity/Q21209,male,capital punishment,officer,Catholic Church,Germany,German
http://www.wikidata.org/entity/Q42544,male,capital punishment,judge,Catholic Church,Kingdom of England,Latin
http://www.wikidata.org/entity/Q42544,male,capital punishment,judge,Catholic Church,Kingdom of England,English
http://www.wikidata.org/entity/Q42544,male,capital punishment,poet,Catholic Church,Kingdom of England,Latin
http://www.wikidata.org/entity/Q42544,male,capital punishment,poet,Catholic Church,Kingdom of England,English
http://www.wikidata.org/entity/Q42544,male,capital punishment,politician,Catholic Church,Kingdom of England,Latin
http://www.wikidata.org/entity/Q42544,male,capital punishment,politician,Catholic Church,Kingdom of England,English
http://www.wikidata.org/entity/Q42544,male,capital punishment,historian,Catholic Church,Kingdom of England,Latin
http://www.wikidata.org/entity/Q42544,male,capital punishment,historian,Catholic Church,Kingdom of England,English
http://www.wikidata.org/entity/Q42544,male,capital punishment,statesman,Catholic Church,Kingdom of England,Latin
http://www.wikidata.org/entity/Q42544,male,capital punishment,statesman,Catholic Church,Kingdom of England,English
http://www.wikidata.org/entity/Q42544,male,capital punishment,poet lawyer,Catholic Church,Kingdom of England,Latin
http://www.wikidata.org/entity/Q42544,male,capital punishment,poet lawyer,Catholic Church,Kingdom of England,English
http://www.wikidata.org/entity/Q42544,male,capital punishment,theologian,Catholic Church,Kingdom of England,Latin
http://www.wikidata.org/entity/Q42544,male,capital punishment,theologian,Catholic Church,Kingdom of England,English
http://www.wikidata.org/entity/Q42544,male,capital punishment,philosopher,Catholic Church,Kingdom of England,Latin
http://www.wikidata.org/entity/Q42544,male,capital punishment,philosopher,Catholic Church,Kingdom of England,English
http://www.wikidata.org/entity/Q42544,male,capital punishment,novelist,Catholic Church,Kingdom of England,Latin
http://www.wikidata.org/entity/Q42544,male,capital punishment,novelist,Catholic Church,Kingdom of England,English
http://www.wikidata.org/entity/Q42544,male,capital punishment,non-fiction writer,Catholic Church,Kingdom of England,Latin
http://www.wikidata.org/entity/Q42544,male,capital punishment,non-fiction writer,Catholic Church,Kingdom of England,English
http://www.wikidata.org/entity/Q47365,female,capital punishment,politician,Catholic Church,France,French
http://www.wikidata.org/entity/Q47365,female,capital punishment,socialite,Catholic Church,France,French
http://www.wikidata.org/entity/Q55636,male,capital punishment,military personnel,Catholic Church,Spain,Spanish
http://www.wikidata.org/entity/Q55636,male,capital punishment,military personnel,Catholic Church,Mexico,Spanish
http://www.wikidata.org/entity/Q55636,male,capital punishment,Catholic priest,Catholic Church,Spain,Spanish
http://www.wikidata.org/entity/Q55636,male,capital punishment,Catholic priest,Catholic Church,Mexico,Spanish
http://www.wikidata.org/entity/Q61305,male,capital punishment,Catholic priest,Catholic Church,Germany,German
http://www.wikidata.org/entity/Q61725,male,capital punishment,Legal Advocate,Catholicism,Germany,German
http://www.wikidata.org/entity/Q541643,male,French Revolution,lawyer,atheism,France,French
http://www.wikidata.org/entity/Q541643,male,French Revolution,politician,atheism,France,French
http://www.wikidata.org/entity/Q189366,male,capital punishment,entrepreneur,congregational church,United States of America,English
http://www.wikidata.org/entity/Q189366,male,capital punishment,postmaster,congregational church,United States of America,English
http://www.wikidata.org/entity/Q189366,male,capital punishment,tanner,congregational church,United States of America,English
http://www.wikidata.org/entity/Q189366,male,capital punishment,abolitionist,congregational church,United States of America,English
http://www.wikidata.org/entity/Q211379,male,capital punishment,writer,Islam,Egypt,Arabic
http://www.wikidata.org/entity/Q211379,male,capital punishment,poet,Islam,Egypt,Arabic
http://www.wikidata.org/entity/Q211379,male,capital punishment,politician,Islam,Egypt,Arabic
http://www.wikidata.org/entity/Q211379,male,capital punishment,journalist,Islam,Egypt,Arabic
http://www.wikidata.org/entity/Q211379,male,capital punishment,philosopher,Islam,Egypt,Arabic
http://www.wikidata.org/entity/Q236094,female,capital punishment,writer,Judaism,Hungary,Hungarian
http://www.wikidata.org/entity/Q236094,female,capital punishment,writer,Judaism,Hungary,Hebrew
http://www.wikidata.org/entity/Q236094,female,capital punishment,poet,Judaism,Hungary,Hungarian
http://www.wikidata.org/entity/Q236094,female,capital punishment,poet,Judaism,Hungary,Hebrew
http://www.wikidata.org/entity/Q294435,male,capital punishment,judge,Catholic Church,Kingdom of England,English
http://www.wikidata.org/entity/Q294435,male,capital punishment,judge,Anglicanism,Kingdom of England,English
http://www.wikidata.org/entity/Q294435,male,capital punishment,lawyer,Catholic Church,Kingdom of England,English
http://www.wikidata.org/entity/Q294435,male,capital punishment,lawyer,Anglicanism,Kingdom of England,English
http://www.wikidata.org/entity/Q294435,male,capital punishment,politician,Catholic Church,Kingdom of England,English
http://www.wikidata.org/entity/Q294435,male,capital punishment,politician,Anglicanism,Kingdom of England,English
http://www.wikidata.org/entity/Q311966,male,capital punishment,writer,Catholicism,Ireland,English
http://www.wikidata.org/entity/Q311966,male,capital punishment,poet,Catholicism,Ireland,English
http://www.wikidata.org/entity/Q311966,male,capital punishment,diplomat,Catholicism,Ireland,English
http://www.wikidata.org/entity/Q320097,male,capital punishment,poet,Buddhism,Thailand,Thai
http://www.wikidata.org/entity/Q320097,male,capital punishment,sovereign,Buddhism,Thailand,Thai
http://www.wikidata.org/entity/Q325408,male,capital punishment,priest,Anglicanism,Kingdom of England,English
http://www.wikidata.org/entity/Q325408,male,capital punishment,theologian,Anglicanism,Kingdom of England,English
http://www.wikidata.org/entity/Q325408,male,capital punishment,cleric,Anglicanism,Kingdom of England,English
http://www.wikidata.org/entity/Q329988,male,capital punishment,Catholic priest,Catholicism,United Kingdom,English
http://www.wikidata.org/entity/Q332111,male,capital punishment,politician,Catholicism,Spain,Spanish
http://www.wikidata.org/entity/Q332111,male,capital punishment,politician,Catholicism,El Salvador,Spanish
http://www.wikidata.org/entity/Q332111,male,capital punishment,politician,Catholicism,Costa Rica,Spanish
http://www.wikidata.org/entity/Q332111,male,capital punishment,politician,Catholicism,Federal Republic of Central America,Spanish
http://www.wikidata.org/entity/Q4616,female,suicide,actor,Judaism,United States of America,English
http://www.wikidata.org/entity/Q4616,female,suicide,actor,Pentecostalism,United States of America,English
http://www.wikidata.org/entity/Q4616,female,suicide,singer,Judaism,United States of America,English
http://www.wikidata.org/entity/Q4616,female,suicide,singer,Pentecostalism,United States of America,English
http://www.wikidata.org/entity/Q4616,female,suicide,film producer,Judaism,United States of America,English
http://www.wikidata.org/entity/Q4616,female,suicide,film producer,Pentecostalism,United States of America,English
http://www.wikidata.org/entity/Q4616,female,suicide,model,Judaism,United States of America,English
http://www.wikidata.org/entity/Q4616,female,suicide,model,Pentecostalism,United States of America,English
http://www.wikidata.org/entity/Q4616,female,suicide,film actor,Judaism,United States of America,English
http://www.wikidata.org/entity/Q4616,female,suicide,film actor,Pentecostalism,United States of America,English
http://www.wikidata.org/entity/Q4616,female,suicide,autobiographer,Judaism,United States of America,English
http://www.wikidata.org/entity/Q4616,female,suicide,autobiographer,Pentecostalism,United States of America,English
http://www.wikidata.org/entity/Q7251,male,suicide,computer scientist,atheism,United Kingdom,English
http://www.wikidata.org/entity/Q7251,male,suicide,mathematician,atheism,United Kingdom,English
http://www.wikidata.org/entity/Q7251,male,suicide,university teacher,atheism,United Kingdom,English
http://www.wikidata.org/entity/Q7251,male,suicide,philosopher,atheism,United Kingdom,English
http://www.wikidata.org/entity/Q7251,male,suicide,logician,atheism,United Kingdom,English
http://www.wikidata.org/entity/Q7251,male,suicide,cryptographer,atheism,United Kingdom,English
http://www.wikidata.org/entity/Q7251,male,suicide,artificial intelligence researcher,atheism,United Kingdom,English
http://www.wikidata.org/entity/Q14060,male,suicide,officer,Protestantism,Nazi Germany,German
http://www.wikidata.org/entity/Q14060,male,suicide,officer,Protestantism,Weimar Republic,German
http://www.wikidata.org/entity/Q14060,male,suicide,officer,Protestantism,German Empire,German
http://www.wikidata.org/entity/Q43067,male,suicide,politician,Lapsed Catholic,Germany,German
http://www.wikidata.org/entity/Q504494,male,suicide,writer,atheism,Uruguay,French
http://www.wikidata.org/entity/Q504494,male,suicide,writer,atheism,France,French
http://www.wikidata.org/entity/Q504494,male,suicide,poet,atheism,Uruguay,French
http://www.wikidata.org/entity/Q504494,male,suicide,poet,atheism,France,French
http://www.wikidata.org/entity/Q504494,male,suicide,philosopher,atheism,Uruguay,French
http://www.wikidata.org/entity/Q504494,male,suicide,philosopher,atheism,France,French
http://www.wikidata.org/entity/Q213864,male,traffic accident,screenwriter,Church of Jesus Christ of Latter-day Saints,United States of America,English
http://www.wikidata.org/entity/Q213864,male,traffic accident,actor,Church of Jesus Christ of Latter-day Saints,United States of America,English
http://www.wikidata.org/entity/Q213864,male,traffic accident,film producer,Church of Jesus Christ of Latter-day Saints,United States of America,English
http://www.wikidata.org/entity/Q213864,male,traffic accident,model,Church of Jesus Christ of Latter-day Saints,United States of America,English
http://www.wikidata.org/entity/Q213864,male,traffic accident,television actor,Church of Jesus Christ of Latter-day Saints,United States of America,English
http://www.wikidata.org/entity/Q213864,male,traffic accident,film actor,Church of Jesus Christ of Latter-day Saints,United States of America,English
http://www.wikidata.org/entity/Q213864,male,traffic accident,racecar driver,Church of Jesus Christ of Latter-day Saints,United States of America,English
http://www.wikidata.org/entity/Q11908846,male,capital punishment,theologian,Islam,Umayyad Caliphate,Arabic
http://www.wikidata.org/entity/Q11908846,male,capital punishment,theologian,Shia Islam,Umayyad Caliphate,Arabic
http://www.wikidata.org/entity/Q11908846,male,capital punishment,theologian,Ghulat,Umayyad Caliphate,Arabic
http://www.wikidata.org/entity/Q2377723,male,suicide,poet,Catholicism,France,French
http://www.wikidata.org/entity/Q2377723,male,suicide,playwright,Catholicism,France,French
http://www.wikidata.org/entity/Q2377723,male,suicide,science fiction writer,Catholicism,France,French
http://www.wikidata.org/entity/Q2392898,male,suicide,writer,Church of England,Kingdom of Great Britain,English
http://www.wikidata.org/entity/Q2392898,male,suicide,poet,Church of England,Kingdom of Great Britain,English
http://www.wikidata.org/entity/Q2392898,male,suicide,playwright,Church of England,Kingdom of Great Britain,English
http://www.wikidata.org/entity/Q2392898,male,suicide,Anglican priest,Church of England,Kingdom of Great Britain,English
http://www.wikidata.org/entity/Q2392898,male,suicide,philosopher,Church of England,Kingdom of Great Britain,English
http://www.wikidata.org/entity/Q2392898,male,suicide,essayist,Church of England,Kingdom of Great Britain,English
http://www.wikidata.org/entity/Q2392898,male,suicide,satirist,Church of England,Kingdom of Great Britain,English
http://www.wikidata.org/entity/Q184226,male,suicide,philosopher,atheism,France,French
http://www.wikidata.org/entity/Q184226,male,suicide,philosophy historian,atheism,France,French
http://www.wikidata.org/entity/Q195390,male,suicide,writer,atheism,United States of America,English
http://www.wikidata.org/entity/Q195390,male,suicide,writer,atheism,Soviet Union,English
http://www.wikidata.org/entity/Q195390,male,suicide,writer,atheism,Russian Empire,English
http://www.wikidata.org/entity/Q195390,male,suicide,writer,atheism,statelessness,English
http://www.wikidata.org/entity/Q195390,male,suicide,typographer,atheism,United States of America,English
http://www.wikidata.org/entity/Q195390,male,suicide,typographer,atheism,Soviet Union,English
http://www.wikidata.org/entity/Q195390,male,suicide,typographer,atheism,Russian Empire,English
http://www.wikidata.org/entity/Q195390,male,suicide,typographer,atheism,statelessness,English
http://www.wikidata.org/entity/Q195390,male,suicide,journalist,atheism,United States of America,English
http://www.wikidata.org/entity/Q195390,male,suicide,journalist,atheism,Soviet Union,English
http://www.wikidata.org/entity/Q195390,male,suicide,journalist,atheism,Russian Empire,English
http://www.wikidata.org/entity/Q195390,male,suicide,journalist,atheism,statelessness,English
http://www.wikidata.org/entity/Q195390,male,suicide,peace activist,atheism,United States of America,English
http://www.wikidata.org/entity/Q195390,male,suicide,peace activist,atheism,Soviet Union,English
http://www.wikidata.org/entity/Q195390,male,suicide,peace activist,atheism,Russian Empire,English
http://www.wikidata.org/entity/Q195390,male,suicide,peace activist,atheism,statelessness,English
http://www.wikidata.org/entity/Q214191,male,suicide,professor,Judaism,United States of America,English
http://www.wikidata.org/entity/Q214191,male,suicide,professor,Judaism,Germany,English
http://www.wikidata.org/entity/Q214191,male,suicide,musician,Judaism,United States of America,English
http://www.wikidata.org/entity/Q214191,male,suicide,musician,Judaism,Germany,English
http://www.wikidata.org/entity/Q214191,male,suicide,germanist,Judaism,United States of America,English
http://www.wikidata.org/entity/Q214191,male,suicide,germanist,Judaism,Germany,English
http://www.wikidata.org/entity/Q214191,male,suicide,autobiographer,Judaism,United States of America,English
http://www.wikidata.org/entity/Q214191,male,suicide,autobiographer,Judaism,Germany,English
http://www.wikidata.org/entity/Q279164,male,suicide,politician,atheism,Soviet Union,Russian
http://www.wikidata.org/entity/Q279397,male,suicide,writer,Catholic Church,Hungary,Hungarian
http://www.wikidata.org/entity/Q279397,male,suicide,politician,Catholic Church,Hungary,Hungarian
http://www.wikidata.org/entity/Q306514,male,suicide,writer,atheism,United States of America,English
http://www.wikidata.org/entity/Q306514,male,suicide,politician,atheism,United States of America,English
http://www.wikidata.org/entity/Q306514,male,suicide,psychologist,atheism,United States of America,English
http://www.wikidata.org/entity/Q306514,male,suicide,human rights activist,atheism,United States of America,English
http://www.wikidata.org/entity/Q306514,male,suicide,social activist,atheism,United States of America,English
http://www.wikidata.org/entity/Q306514,male,suicide,political activist,atheism,United States of America,English
http://www.wikidata.org/entity/Q306514,male,suicide,political writer,atheism,United States of America,English
http://www.wikidata.org/entity/Q306514,male,suicide,peace activist,atheism,United States of America,English
http://www.wikidata.org/entity/Q311019,male,suicide,politician,Orthodox Christianity,Russia,Russian
http://www.wikidata.org/entity/Q311019,male,suicide,politician,Orthodox Christianity,Soviet Union,Russian
http://www.wikidata.org/entity/Q311019,male,suicide,entrepreneur,Orthodox Christianity,Russia,Russian
http://www.wikidata.org/entity/Q311019,male,suicide,entrepreneur,Orthodox Christianity,Soviet Union,Russian
http://www.wikidata.org/entity/Q311019,male,suicide,mathematician,Orthodox Christianity,Russia,Russian
http://www.wikidata.org/entity/Q311019,male,suicide,mathematician,Orthodox Christianity,Soviet Union,Russian
http://www.wikidata.org/entity/Q311019,male,suicide,economist,Orthodox Christianity,Russia,Russian
http://www.wikidata.org/entity/Q311019,male,suicide,economist,Orthodox Christianity,Soviet Union,Russian
http://www.wikidata.org/entity/Q333050,male,suicide,politician,Presbyterianism,United Kingdom of Great Britain and Ireland,English
http://www.wikidata.org/entity/Q333050,male,suicide,diplomat,Presbyterianism,United Kingdom of Great Britain and Ireland,English
http://www.wikidata.org/entity/Q348283,male,suicide,politician,Catholicism,Kingdom of Italy,Italian
http://www.wikidata.org/entity/Q358455,male,suicide,lawyer,Catholic Church,United States of America,English
http://www.wikidata.org/entity/Q358455,male,suicide,politician,Catholic Church,United States of America,English
http://www.wikidata.org/entity/Q358455,male,suicide,editor,Catholic Church,United States of America,English
http://www.wikidata.org/entity/Q358455,male,suicide,journalist,Catholic Church,United States of America,English
http://www.wikidata.org/entity/Q45765,male,suicide,screenwriter,Catholicism,United States of America,English
http://www.wikidata.org/entity/Q45765,male,suicide,writer,Catholicism,United States of America,English
http://www.wikidata.org/entity/Q45765,male,suicide,reporter,Catholicism,United States of America,English
http://www.wikidata.org/entity/Q45765,male,suicide,journalist,Catholicism,United States of America,English
http://www.wikidata.org/entity/Q45765,male,suicide,travel writer,Catholicism,United States of America,English
http://www.wikidata.org/entity/Q45765,male,suicide,children's writer,Catholicism,United States of America,English
http://www.wikidata.org/entity/Q45765,male,suicide,novelist,Catholicism,United States of America,English
http://www.wikidata.org/entity/Q45765,male,suicide,essayist,Catholicism,United States of America,English
http://www.wikidata.org/entity/Q45765,male,suicide,autobiographer,Catholicism,United States of America,English
http://www.wikidata.org/entity/Q45765,male,suicide,science fiction writer,Catholicism,United States of America,English
http://www.wikidata.org/entity/Q47906,male,suicide,politician,Lutheranism,Nazi Germany,German
http://www.wikidata.org/entity/Q47906,male,suicide,politician,Lutheranism,German Empire,German
http://www.wikidata.org/entity/Q47906,male,suicide,aviator,Lutheranism,Nazi Germany,German
http://www.wikidata.org/entity/Q47906,male,suicide,aviator,Lutheranism,German Empire,German
http://www.wikidata.org/entity/Q47906,male,suicide,art collector,Lutheranism,Nazi Germany,German
http://www.wikidata.org/entity/Q47906,male,suicide,art collector,Lutheranism,German Empire,German
http://www.wikidata.org/entity/Q57462,male,suicide,lawyer,Catholicism,Germany,German
http://www.wikidata.org/entity/Q57462,male,suicide,lawyer,Protestantism,Germany,German
http://www.wikidata.org/entity/Q57462,male,suicide,lawyer,Catholicism,Nazi Germany,German
http://www.wikidata.org/entity/Q57462,male,suicide,lawyer,Protestantism,Nazi Germany,German
http://www.wikidata.org/entity/Q57462,male,suicide,lawyer,Catholicism,Austria-Hungary,German
http://www.wikidata.org/entity/Q57462,male,suicide,lawyer,Protestantism,Austria-Hungary,German
http://www.wikidata.org/entity/Q57462,male,suicide,lawyer,Catholicism,Czechoslovakia,German
http://www.wikidata.org/entity/Q57462,male,suicide,lawyer,Protestantism,Czechoslovakia,German
http://www.wikidata.org/entity/Q57462,male,suicide,politician,Catholicism,Germany,German
http://www.wikidata.org/entity/Q57462,male,suicide,politician,Protestantism,Germany,German
http://www.wikidata.org/entity/Q57462,male,suicide,politician,Catholicism,Nazi Germany,German
http://www.wikidata.org/entity/Q57462,male,suicide,politician,Protestantism,Nazi Germany,German
http://www.wikidata.org/entity/Q57462,male,suicide,politician,Catholicism,Austria-Hungary,German
http://www.wikidata.org/entity/Q57462,male,suicide,politician,Protestantism,Austria-Hungary,German
http://www.wikidata.org/entity/Q57462,male,suicide,politician,Catholicism,Czechoslovakia,German
http://www.wikidata.org/entity/Q57462,male,suicide,politician,Protestantism,Czechoslovakia,German
http://www.wikidata.org/entity/Q57462,male,suicide,Q23017329,Catholicism,Germany,German
http://www.wikidata.org/entity/Q57462,male,suicide,Q23017329,Protestantism,Germany,German
http://www.wikidata.org/entity/Q57462,male,suicide,Q23017329,Catholicism,Nazi Germany,German
http://www.wikidata.org/entity/Q57462,male,suicide,Q23017329,Protestantism,Nazi Germany,German
http://www.wikidata.org/entity/Q57462,male,suicide,Q23017329,Catholicism,Austria-Hungary,German
http://www.wikidata.org/entity/Q57462,male,suicide,Q23017329,Protestantism,Austria-Hungary,German
http://www.wikidata.org/entity/Q57462,male,suicide,Q23017329,Catholicism,Czechoslovakia,German
http://www.wikidata.org/entity/Q57462,male,suicide,Q23017329,Protestantism,Czechoslovakia,German
http://www.wikidata.org/entity/Q76433,female,suicide,photographer,Catholic Church,Nazi Germany,German
http://www.wikidata.org/entity/Q76433,female,suicide,photographer,Catholic Church,Weimar Republic,German
http://www.wikidata.org/entity/Q76433,female,suicide,photographer,Catholic Church,German Empire,German
http://www.wikidata.org/entity/Q76433,female,suicide,Photo lab technician,Catholic Church,Nazi Germany,German
http://www.wikidata.org/entity/Q76433,female,suicide,Photo lab technician,Catholic Church,Weimar Republic,German
http://www.wikidata.org/entity/Q76433,female,suicide,Photo lab technician,Catholic Church,German Empire,German
http://www.wikidata.org/entity/Q76433,female,suicide,model,Catholic Church,Nazi Germany,German
